HS,total.pram
CS,0.453571429
CS,0.3
HS,0.66
CS,0.3875
CS,0.1
HS,0.838095238
HS,0.321052632
HS,0.736363636
HS,0.473333333
HS,0.807142857
CS,0.307692308
CS,0.4375
CS,0.396428571
HS,0.448888889
CS,0.573333333
