HS,prc%
CS,0.267857143
CS,0.15
HS,0.253333333
CS,0.14375
CS,0.05
HS,0.238095238
HS,0.152631579
HS,0.266666667
HS,0.171111111
HS,0.275
CS,0.130769231
CS,0.283333333
CS,0.203571429
HS,0.133333333
CS,0.38
